RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023594,Tanya Russell,22,Male,AIML,1,B,CMRIT,Dr. Ramesh,6.3,6.66,5.68,5.89,7.14,9.25,6.03,9.01,6.48,23,30,21,87,5,7,140778,43750,False,0,29,7,0.8,8,2,High
CMR2023595,Sherry Woods,19,Female,ECE,1,A,CMRIT,Dr. Ramesh,8.9,8.88,8.45,9.31,8.62,5.42,5.82,8.71,8.89,30,29,21,43,0,2,26661,54917,False,0,32,7,0.85,8,6,High
CMR2023596,Victor Morris,20,Female,EEE,1,C,CMRIT,Dr. Arvind,8.76,6.3,5.43,9.06,8.0,7.88,7.38,7.46,7.53,21,22,22,41,0,0,80753,136443,True,2,68,7,0.33,6,8,High
CMR2023597,Susan Davis,18,Female,AIML,4,B,CMRIT,Dr. Arvind,5.44,8.62,6.38,5.75,6.89,5.61,7.06,8.99,6.84,28,23,25,75,0,7,101879,17844,False,0,59,5,0.85,6,1,High
CMR2023598,Kimberly Sharp,18,Female,AIML,2,B,CMRIT,Prof. Meena,8.09,8.93,5.08,8.12,8.18,9.69,9.62,5.92,7.55,21,20,24,87,0,4,17317,37089,False,0,52,8,0.39,8,9,Medium
CMR2023599,Susan Thompson,23,Female,CIVIL,2,C,CMRIT,Prof. Meena,7.49,9.65,7.58,6.89,8.82,7.64,5.32,6.34,7.9,22,30,21,66,4,2,42093,109879,False,0,41,8,0.7,10,5,Medium
CMR2023600,Casey Gillespie,18,Male,EEE,2,B,CMRIT,Prof. Meena,6.07,6.55,8.89,5.41,9.37,9.11,6.46,9.91,6.73,26,22,25,74,2,4,102954,81182,True,1,71,5,0.8,5,6,Medium
CMR2023601,Jennifer Simpson DVM,19,Male,CIVIL,1,B,CMRIT,Prof. Meena,6.54,8.96,9.32,7.56,9.8,7.65,9.58,5.11,7.75,23,21,25,93,0,5,68292,136326,True,2,62,9,0.98,7,10,Medium
CMR2023602,Tammy Mcdowell,18,Female,CIVIL,1,B,CMRIT,Prof. Kavya,6.02,6.08,9.85,9.12,5.97,7.63,7.94,9.42,6.05,21,26,23,74,0,3,42071,31784,True,0,96,7,0.67,11,2,High
CMR2023603,Keith Rodriguez,19,Male,CIVIL,2,B,CMRIT,Prof. Kavya,5.67,8.22,10.0,5.2,7.03,5.17,5.38,5.42,7.27,29,28,27,97,0,0,90836,107063,True,3,84,7,0.85,11,9,High
CMR2023604,Mrs. Virginia Daniels,19,Male,CSE,1,C,CMRIT,Dr. Ramesh,6.67,7.08,7.75,9.19,7.62,5.07,8.44,6.67,6.88,30,27,24,79,5,2,79356,36378,False,0,20,8,0.78,6,6,Medium
CMR2023605,Todd Rosales MD,18,Male,ECE,1,A,CMRIT,Dr. Arvind,5.54,6.46,6.16,7.65,6.71,5.13,5.7,9.98,6.0,23,22,22,44,1,4,61514,137606,True,0,50,7,0.49,5,7,High
CMR2023606,Brian Martin,18,Female,AIML,4,C,CMRIT,Dr. Ramesh,9.15,8.15,8.89,6.69,7.46,6.98,7.18,8.95,7.93,20,28,21,73,3,5,35543,38760,False,0,22,4,0.96,13,1,High
CMR2023607,David Lopez,21,Female,MECH,1,A,CMRIT,Prof. Meena,5.77,7.28,6.6,8.73,5.5,5.88,6.09,9.49,6.53,25,20,26,67,8,2,138451,149255,True,3,93,4,0.64,13,8,High
CMR2023608,Rachel Bradley,22,Male,MECH,3,B,CMRIT,Dr. Ramesh,5.58,6.52,7.77,8.97,9.93,8.9,6.71,6.19,7.95,30,28,28,43,1,5,40781,111812,True,1,49,9,0.56,11,2,High
CMR2023609,Casey Chase,21,Male,MECH,1,C,CMRIT,Dr. Arvind,9.97,7.9,5.32,6.45,7.87,9.67,8.57,7.27,8.94,24,29,22,87,7,1,110606,115293,False,0,57,8,0.75,12,10,Medium
CMR2023610,Samantha Robertson,22,Female,AIML,3,C,CMRIT,Prof. Meena,8.18,7.84,5.73,7.83,6.47,8.86,9.44,7.85,7.48,23,22,23,66,0,8,33404,53484,True,2,38,7,0.58,8,1,High
CMR2023611,Michael Lopez,21,Male,EEE,1,B,CMRIT,Prof. Meena,9.86,5.15,7.21,8.75,6.55,9.72,8.62,7.6,7.5,23,25,30,49,6,5,99844,68953,True,0,56,4,0.93,6,2,High
CMR2023612,Franklin Wright,18,Male,EEE,3,C,CMRIT,Prof. Kavya,7.17,6.33,8.92,6.91,6.89,7.03,5.36,9.15,7.21,20,28,27,56,3,4,116661,30756,True,1,87,6,0.7,14,2,High
CMR2023613,David Molina,21,Male,AIML,3,C,CMRIT,Dr. Arvind,8.13,5.2,5.15,9.8,7.39,6.12,5.03,9.26,6.96,26,29,26,92,5,0,107049,21411,True,0,69,8,0.44,1,4,Medium
CMR2023614,Elizabeth Sharp,18,Male,EEE,1,C,CMRIT,Dr. Arvind,5.4,8.15,5.37,8.69,5.27,7.04,5.89,8.15,6.78,23,29,27,68,7,4,112776,42656,True,2,48,9,0.5,0,8,Medium
CMR2023615,Matthew Schwartz,21,Male,CSE,4,A,CMRIT,Prof. Meena,8.81,7.06,5.65,5.69,5.1,8.99,8.73,7.46,7.19,30,27,26,56,1,3,17502,47197,True,2,22,7,0.96,10,9,High
CMR2023616,Bryan Parker,19,Male,EEE,2,A,CMRIT,Prof. Kavya,9.77,6.57,8.57,5.86,6.72,9.81,5.54,7.72,7.69,21,27,20,88,6,3,58717,48063,True,0,97,5,0.3,1,4,High
CMR2023617,Jonathan Jacobson,22,Female,AIML,4,B,CMRIT,Dr. Arvind,6.88,5.95,7.24,9.46,7.73,6.54,7.96,8.63,7.55,22,29,25,67,4,4,17526,41923,False,0,57,8,0.33,13,2,Medium
CMR2023618,Emily Wilson,18,Male,EEE,2,C,CMRIT,Dr. Arvind,9.16,6.99,7.67,9.64,9.53,8.7,7.5,7.57,8.37,22,21,20,56,8,6,47330,29187,False,0,95,8,0.88,1,4,High
CMR2023619,Elizabeth Mendez,19,Female,CIVIL,4,C,CMRIT,Prof. Meena,6.17,7.13,9.13,9.37,7.7,9.38,9.24,5.89,8.0,30,25,26,86,6,6,12643,93728,True,3,22,7,0.85,9,9,High
CMR2023620,Casey Hernandez,23,Male,EEE,4,C,CMRIT,Dr. Ramesh,7.01,9.69,6.18,7.03,8.9,5.73,8.96,6.83,7.54,20,26,28,45,6,5,42651,27112,True,1,48,9,0.54,10,3,High
CMR2023621,Lisa Perry,18,Female,MECH,4,A,CMRIT,Dr. Arvind,7.02,5.75,5.36,8.26,9.69,5.36,7.85,6.64,6.99,26,27,29,90,8,0,15337,145052,False,0,50,7,0.74,8,5,Medium
CMR2023622,Kaitlin Medina,19,Male,CSE,3,A,CMRIT,Prof. Kavya,8.31,7.71,9.88,7.99,8.46,7.54,6.46,5.65,8.31,29,25,29,91,0,7,139271,22306,True,2,64,7,0.74,8,8,High
CMR2023623,Colleen Wright,18,Female,AIML,2,C,CMRIT,Prof. Meena,7.24,7.39,7.7,9.86,5.93,9.67,7.26,6.9,8.05,21,29,21,98,6,8,125954,134734,False,0,69,8,0.4,9,10,High
CMR2023624,Shelley Miller,21,Male,AIML,3,C,CMRIT,Prof. Kavya,7.47,8.75,8.95,7.66,8.41,5.0,8.22,8.41,7.71,23,25,20,76,0,0,75602,12837,False,0,69,7,0.81,5,8,Medium
CMR2023625,Michael Miller,23,Male,AIML,3,C,CMRIT,Prof. Kavya,8.89,6.71,6.87,6.26,9.67,6.97,7.97,5.98,7.56,25,29,24,97,1,5,53677,69651,True,2,70,5,0.91,3,9,Medium
CMR2023626,Amy Kelley,21,Male,ECE,1,C,CMRIT,Dr. Arvind,5.93,8.81,8.61,9.66,5.89,9.73,6.95,9.84,7.37,22,26,29,54,8,1,63104,63266,False,0,87,8,0.85,5,2,High
CMR2023627,Laura Hernandez,22,Female,ECE,3,A,CMRIT,Prof. Meena,7.59,9.78,9.75,7.79,5.08,6.6,7.44,8.4,7.76,24,23,20,52,8,5,55897,85378,True,0,34,7,0.72,2,1,High
CMR2023628,Joseph Wilson,22,Male,ECE,1,A,CMRIT,Dr. Arvind,6.05,6.54,6.63,7.27,6.63,6.64,5.54,8.64,6.29,25,29,23,79,4,2,114965,129742,True,1,74,7,0.9,0,1,Medium
CMR2023629,Kevin Davis,23,Male,ECE,1,A,CMRIT,Dr. Arvind,5.89,6.91,7.65,9.99,8.48,7.62,7.81,8.03,6.4,22,27,20,65,2,2,76219,99630,True,1,85,8,0.69,12,6,High
CMR2023630,Rhonda Chavez,20,Female,EEE,1,B,CMRIT,Prof. Meena,8.96,7.25,7.21,6.49,5.84,7.46,6.69,6.69,8.11,30,24,28,72,2,4,94007,115615,False,0,60,9,0.89,4,3,Medium
CMR2023631,Joyce Brown,22,Male,CSE,4,B,CMRIT,Dr. Ramesh,5.68,9.26,9.41,5.21,9.01,6.86,6.15,8.24,7.48,23,21,23,70,0,8,39374,35338,False,0,60,4,0.45,5,6,High
CMR2023632,Robert Cummings,19,Female,MECH,2,C,CMRIT,Dr. Ramesh,6.42,6.42,7.6,8.08,6.93,8.1,8.58,5.72,7.13,23,26,27,87,2,5,120622,81721,False,0,39,9,0.3,5,9,Medium
CMR2023633,Robert Reese,20,Male,CSE,2,A,CMRIT,Dr. Ramesh,8.69,5.95,5.31,6.0,5.72,9.21,5.04,6.52,6.49,21,20,26,69,5,0,7127,28553,True,3,53,7,0.41,11,9,Medium
CMR2023634,Amber Cooper,22,Male,EEE,4,C,CMRIT,Dr. Ramesh,8.33,5.88,5.9,6.75,7.32,6.3,9.87,7.81,7.27,24,27,22,64,8,3,104328,45568,True,2,38,8,0.36,13,8,Medium
CMR2023635,Zachary Michael,23,Male,EEE,1,C,CMRIT,Prof. Kavya,8.59,9.8,8.23,5.88,7.29,6.08,7.21,8.59,9.2,23,29,30,53,6,2,53797,12672,False,0,43,5,0.41,9,10,High
CMR2023636,Timothy Johnson,18,Female,ECE,1,C,CMRIT,Dr. Arvind,6.18,7.75,6.18,5.83,8.27,8.51,6.22,7.89,6.96,28,23,25,54,2,6,85756,74934,False,0,35,7,0.81,7,8,High
CMR2023637,Randy Cannon,20,Male,CSE,3,B,CMRIT,Dr. Arvind,7.89,9.77,7.49,8.58,5.58,9.47,8.02,9.24,8.13,29,27,20,69,8,7,53967,50699,False,0,28,5,0.34,3,10,High
CMR2023638,Maria Fisher,23,Male,AIML,4,C,CMRIT,Dr. Arvind,5.69,9.76,9.73,7.59,5.65,5.14,8.38,9.86,7.72,22,25,26,78,7,8,19231,148649,True,1,24,4,0.49,8,8,High
CMR2023639,Janet Kane DVM,22,Female,ECE,2,C,CMRIT,Dr. Arvind,8.34,6.79,6.18,7.67,9.62,8.99,9.61,8.95,7.25,20,23,20,47,7,1,77910,84194,True,3,30,8,0.9,9,6,High
CMR2023640,Michael Stanley,20,Male,AIML,1,A,CMRIT,Prof. Kavya,8.21,5.84,9.63,9.71,8.75,8.32,5.46,5.99,7.03,24,30,28,83,7,1,55554,19860,True,0,93,7,0.99,1,4,High
CMR2023641,Martha Bailey,22,Male,AIML,4,A,CMRIT,Prof. Kavya,8.66,5.58,5.79,9.33,9.62,9.8,7.05,8.76,8.07,22,20,21,47,0,7,28392,35391,True,3,71,4,0.39,2,1,High
CMR2023642,Joshua Rice,19,Female,CIVIL,4,A,CMRIT,Prof. Kavya,9.63,8.73,6.07,6.47,5.96,6.9,6.04,5.07,6.86,22,27,30,90,8,6,84027,141575,True,1,56,5,0.37,4,1,High
CMR2023643,Courtney Smith,23,Male,ECE,1,C,CMRIT,Dr. Arvind,9.91,5.75,6.43,5.64,9.2,7.96,8.5,6.83,7.83,25,26,21,89,1,3,5324,61260,False,0,36,9,0.71,13,1,Low
CMR2023644,Edwin Nunez,21,Male,AIML,3,A,CMRIT,Prof. Meena,9.68,7.75,7.7,6.94,8.81,5.65,9.23,6.3,7.75,21,22,20,75,7,4,41921,131314,True,3,35,6,0.73,7,4,Low
CMR2023645,Kim Morrow,18,Male,MECH,1,B,CMRIT,Dr. Ramesh,7.16,9.31,5.11,6.14,5.63,6.41,8.25,9.51,8.23,25,25,24,63,6,7,46575,6986,True,2,24,5,0.34,0,10,High
CMR2023646,Gregory Hill,22,Female,ECE,4,B,CMRIT,Dr. Ramesh,6.85,7.95,8.89,6.74,6.43,9.22,9.73,6.26,7.76,21,22,24,47,0,3,126043,118818,True,0,25,8,0.34,1,9,High
CMR2023647,Molly Rodriguez,18,Female,MECH,2,A,CMRIT,Prof. Meena,6.99,8.82,5.45,5.81,7.58,7.72,7.58,9.06,6.77,30,25,27,72,0,6,33154,43831,True,0,63,9,0.34,1,4,High
CMR2023648,Jennifer Miranda,21,Male,AIML,1,B,CMRIT,Prof. Kavya,6.66,9.84,9.06,6.44,9.85,9.77,7.46,6.0,8.25,26,22,21,68,6,6,56525,11498,True,3,43,6,0.67,8,6,High
CMR2023649,Alexis Harris,22,Female,EEE,1,A,CMRIT,Dr. Ramesh,7.81,6.67,10.0,9.02,8.89,8.03,5.78,9.05,7.24,27,24,26,84,7,0,108186,119506,True,0,65,8,0.34,3,3,Medium
CMR2023650,Andrew Harper,18,Male,ECE,4,B,CMRIT,Prof. Meena,5.5,9.83,8.13,5.12,5.34,5.58,7.23,7.43,6.77,27,21,24,92,4,0,14791,10150,False,0,94,5,0.68,8,2,High
CMR2023651,Amber Yang,20,Male,CIVIL,1,B,CMRIT,Prof. Kavya,5.21,8.05,7.51,9.04,6.49,9.15,9.11,9.65,6.63,26,29,28,64,8,4,134190,63636,True,1,79,8,0.61,1,7,High
CMR2023652,David Robinson,18,Female,EEE,1,A,CMRIT,Prof. Kavya,7.42,9.76,7.43,7.86,6.24,9.15,8.81,7.18,8.59,23,28,30,50,6,2,80787,34868,False,0,21,4,0.8,14,5,High
CMR2023653,Amy Gordon,18,Male,EEE,1,C,CMRIT,Prof. Meena,9.1,7.7,5.86,5.45,5.27,5.79,8.33,5.14,8.4,30,30,24,72,8,7,29924,148064,True,1,67,9,0.79,9,10,High
CMR2023654,Robert Dennis,19,Male,CSE,4,A,CMRIT,Dr. Arvind,9.64,7.54,9.08,9.26,9.85,9.64,9.47,6.52,8.88,22,22,21,51,0,0,123303,98336,True,3,84,6,0.61,0,9,High
CMR2023655,Kyle Chambers,20,Male,EEE,4,B,CMRIT,Prof. Meena,8.33,9.14,5.9,5.94,7.82,6.5,7.02,8.82,7.43,30,21,22,49,7,6,138928,135989,False,0,41,8,0.77,8,9,High
CMR2023656,Eric Thomas,22,Female,CIVIL,1,B,CMRIT,Dr. Ramesh,7.94,6.15,5.59,9.52,5.44,7.9,5.56,7.14,7.04,27,28,30,75,3,5,70040,51407,False,0,56,9,0.93,11,9,Medium
CMR2023657,Connie Turner,23,Female,ECE,1,B,CMRIT,Prof. Meena,5.91,8.2,9.42,9.63,8.51,6.42,8.05,6.92,7.05,23,24,29,40,2,8,117540,11716,False,0,77,8,0.52,1,8,High
CMR2023658,Travis Hobbs,20,Male,EEE,2,A,CMRIT,Dr. Arvind,7.9,6.22,8.15,6.38,7.73,5.0,9.84,9.8,7.16,23,24,28,49,8,7,109891,144645,True,0,75,5,0.99,6,8,High
CMR2023659,Lori Simmons,22,Male,EEE,1,C,CMRIT,Dr. Ramesh,5.45,5.37,9.99,5.56,9.48,9.97,6.24,8.31,5.41,29,30,22,61,2,3,58627,111792,True,1,47,7,0.8,14,1,High
CMR2023660,William David DDS,18,Female,ECE,1,B,CMRIT,Dr. Arvind,8.9,8.5,9.55,6.8,9.78,8.75,7.48,6.31,8.7,29,21,26,94,1,7,88331,13274,True,2,55,4,0.85,6,7,High
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023662,James Webster,22,Male,EEE,4,B,CMRIT,Prof. Meena,8.08,7.69,9.02,6.24,9.88,6.98,8.09,7.2,7.9,28,26,29,47,1,2,86880,28670,False,0,63,8,0.48,5,1,High
CMR2023663,Samuel Turner,23,Male,CSE,4,B,CMRIT,Prof. Kavya,8.48,6.91,8.47,6.76,5.35,5.39,8.41,5.31,6.88,29,28,28,46,8,4,108516,59300,False,0,60,5,0.59,11,3,High
CMR2023664,Renee Melendez,20,Female,MECH,1,B,CMRIT,Prof. Meena,5.04,5.12,8.28,7.86,9.03,6.49,9.86,6.25,5.08,20,24,26,56,2,0,103315,76820,False,0,75,7,0.59,5,7,High
CMR2023665,Tracy Grant,20,Female,EEE,3,B,CMRIT,Prof. Meena,6.7,9.46,7.86,8.91,6.54,6.59,6.1,8.91,7.68,29,20,26,94,2,6,39303,68574,False,0,53,7,0.91,12,3,High
CMR2023666,David Harris,20,Female,CSE,1,B,CMRIT,Dr. Arvind,8.02,6.74,9.63,5.05,9.66,7.13,9.28,5.59,7.38,22,24,22,79,1,6,123469,117245,False,0,80,6,0.58,12,6,High
CMR2023667,Tammy Boone,18,Male,CSE,2,B,CMRIT,Dr. Ramesh,5.46,9.55,9.26,9.08,6.26,8.98,8.2,9.97,8.34,20,28,20,52,1,2,33402,129409,False,0,81,9,0.65,8,3,High
CMR2023668,Nathaniel Lee,22,Female,EEE,1,B,CMRIT,Prof. Meena,5.67,8.59,8.96,9.26,8.19,7.12,5.74,5.55,7.13,22,20,23,86,6,8,143611,70858,True,3,63,5,0.6,11,10,High
CMR2023669,Michael Morrison,18,Female,MECH,3,C,CMRIT,Prof. Kavya,6.84,6.32,7.57,6.55,5.62,7.79,8.76,7.52,6.78,24,25,24,61,2,3,17359,13240,False,0,52,6,0.76,4,8,Medium
CMR2023670,Chelsea Gill,18,Male,AIML,2,A,CMRIT,Prof. Meena,6.43,7.69,8.83,8.65,7.46,9.7,8.67,9.92,7.9,27,27,26,74,6,2,59075,68673,False,0,41,7,0.42,3,9,Medium
CMR2023671,Kristin Mendoza,18,Female,ECE,1,C,CMRIT,Dr. Ramesh,9.01,5.34,8.92,9.81,9.13,6.27,8.57,5.97,7.17,26,29,23,40,0,1,90196,147952,True,2,99,5,0.53,3,5,High
CMR2023672,Felicia Krueger,22,Male,CIVIL,4,B,CMRIT,Prof. Meena,7.53,7.57,5.33,7.12,9.94,6.39,6.27,8.35,7.31,25,24,24,85,8,1,117065,19021,True,2,28,7,0.72,3,8,Medium
CMR2023673,Timothy Hayden,18,Female,AIML,1,A,CMRIT,Prof. Meena,9.8,7.56,6.28,7.69,6.93,8.11,7.9,9.94,8.68,28,28,22,46,4,7,20970,85235,False,0,81,8,0.79,13,8,High
CMR2023674,Zachary Mendoza,23,Male,ECE,4,A,CMRIT,Dr. Ramesh,9.05,9.31,9.93,7.7,9.82,8.55,5.88,5.66,8.24,23,28,30,81,8,7,64345,122841,True,1,50,8,0.85,2,2,High
CMR2023675,Larry Harris,18,Female,AIML,2,A,CMRIT,Dr. Ramesh,8.56,7.79,6.06,5.73,5.22,5.58,5.93,5.88,7.04,20,20,21,72,8,7,141844,106171,False,0,75,7,0.38,14,1,High
CMR2023676,Kristen Rowe,23,Female,CSE,1,C,CMRIT,Dr. Ramesh,9.09,5.95,6.92,5.46,5.31,8.62,9.49,6.45,7.52,25,30,23,81,2,3,27295,138781,True,3,55,7,0.85,12,9,Medium
CMR2023677,Joseph Howard,20,Female,EEE,3,C,CMRIT,Dr. Ramesh,5.17,5.99,8.87,5.08,9.18,7.02,5.91,6.85,6.89,24,25,29,67,4,1,104402,119697,True,2,22,9,0.33,6,7,Medium
CMR2023678,Jose Crawford,18,Male,CIVIL,4,B,CMRIT,Dr. Arvind,9.34,8.54,8.52,9.46,9.71,9.93,5.01,7.24,8.47,25,21,26,75,3,4,75481,128059,True,0,67,8,0.83,6,7,Medium
CMR2023679,William Harrison,22,Male,EEE,4,A,CMRIT,Prof. Meena,8.03,8.92,7.64,7.7,7.79,7.6,8.18,5.59,7.68,28,30,30,63,7,1,132217,24044,False,0,23,6,0.86,6,3,Medium
CMR2023680,Suzanne Wood,22,Female,EEE,1,C,CMRIT,Prof. Kavya,5.63,9.72,5.66,9.41,8.82,6.79,9.25,8.16,7.68,29,28,22,63,2,1,104651,8851,False,0,30,8,0.9,12,10,Medium
CMR2023681,Justin Walker,21,Female,ECE,3,A,CMRIT,Prof. Meena,7.43,6.45,5.45,8.74,7.44,6.93,5.92,5.37,7.07,28,30,30,67,4,2,149552,42920,False,0,31,8,0.8,6,3,Medium
CMR2023682,Dean Donovan,19,Male,MECH,4,B,CMRIT,Dr. Ramesh,7.25,9.06,9.41,9.57,6.32,8.66,6.33,5.66,7.78,28,25,30,40,2,2,81978,102739,False,0,25,6,0.6,8,3,High
CMR2023683,Jennifer Hernandez,20,Female,CSE,1,C,CMRIT,Dr. Ramesh,5.32,7.0,9.63,9.49,7.05,9.75,7.3,6.06,6.16,22,24,27,81,8,2,51563,136884,True,2,55,4,0.34,7,9,High
CMR2023684,James Whitaker,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.68,7.1,6.95,9.67,9.62,8.97,6.87,7.41,7.78,20,25,28,92,1,5,20466,28977,True,2,20,8,0.42,7,2,Low
CMR2023685,Mr. Michael Scott PhD,19,Female,CSE,1,C,CMRIT,Dr. Arvind,6.14,9.08,8.97,5.27,7.85,6.0,5.16,5.35,7.61,26,29,25,96,8,4,8855,6206,False,0,52,9,0.88,10,2,Medium
CMR2023686,Maria Henry,22,Female,CIVIL,3,A,CMRIT,Prof. Kavya,8.99,7.61,7.07,7.78,6.07,9.29,6.72,7.98,7.8,24,27,21,97,1,0,113375,28092,True,3,45,6,0.87,1,4,Low
CMR2023687,Robert Jackson,20,Female,CSE,2,B,CMRIT,Prof. Meena,6.11,5.92,7.34,6.48,9.85,8.92,8.64,7.19,6.46,28,23,25,68,3,8,44684,115277,True,3,54,8,0.6,11,7,High
CMR2023688,Katherine Stark,19,Female,ECE,2,C,CMRIT,Dr. Arvind,9.84,6.59,6.14,9.61,8.99,8.15,9.25,7.03,8.04,22,28,20,68,5,5,91729,92554,True,3,76,6,0.79,6,6,High
CMR2023689,Maria Brown,18,Female,EEE,2,A,CMRIT,Prof. Kavya,8.65,5.05,5.17,9.68,9.51,6.62,5.21,8.14,7.14,24,20,30,78,0,2,31664,66229,True,0,32,7,0.85,6,2,Medium
CMR2023690,Ryan Landry,20,Female,CIVIL,4,C,CMRIT,Prof. Meena,5.27,8.51,5.84,5.12,8.59,6.85,6.17,9.09,6.93,24,21,30,62,0,0,51432,5170,True,1,43,7,0.93,12,10,Medium
CMR2023691,Pamela Gutierrez,19,Female,CIVIL,1,A,CMRIT,Dr. Arvind,5.55,6.07,8.6,5.92,9.39,9.83,8.27,8.43,5.81,24,27,30,88,7,3,94072,13386,False,0,56,4,0.97,7,2,High
CMR2023692,Crystal Mann,19,Female,MECH,1,B,CMRIT,Dr. Arvind,8.22,9.57,8.33,9.15,5.24,9.91,6.44,8.39,8.89,23,24,20,67,0,8,58284,36068,True,2,64,5,0.96,14,4,High
CMR2023693,Jonathan Brooks,22,Female,CSE,1,C,CMRIT,Dr. Arvind,8.13,9.55,9.78,9.95,6.68,8.08,9.46,9.8,8.84,25,25,23,71,0,0,102989,94251,True,0,66,7,0.35,0,7,Medium
CMR2023694,Mary Jensen,21,Female,MECH,1,A,CMRIT,Prof. Meena,8.59,7.39,5.22,8.48,6.21,7.39,6.34,8.4,7.99,23,30,23,64,2,5,80753,85414,False,0,48,4,0.3,7,8,High
CMR2023695,Mr. Aaron Arnold,20,Male,AIML,2,C,CMRIT,Dr. Arvind,9.14,5.36,6.06,6.9,6.28,9.49,5.92,5.53,6.87,28,24,22,40,0,0,21029,53960,True,1,48,6,0.53,1,2,High
CMR2023696,Joseph Hill,23,Female,CIVIL,1,B,CMRIT,Prof. Kavya,5.03,8.82,7.71,9.57,7.55,6.21,5.76,9.51,6.93,21,26,26,61,8,8,121410,62657,True,0,56,9,0.53,14,8,High
CMR2023697,Alicia Li,21,Female,MECH,2,A,CMRIT,Prof. Kavya,7.97,7.97,7.12,5.84,5.23,9.77,6.2,8.36,7.22,22,20,22,96,0,2,124950,102004,False,0,86,5,0.35,7,8,High
CMR2023698,Renee Browning,18,Female,CSE,1,B,CMRIT,Prof. Kavya,6.13,8.76,5.03,5.95,8.5,5.84,8.24,8.04,7.45,30,22,21,46,1,8,97424,142476,True,3,20,9,0.56,1,7,High
CMR2023699,Brent Hernandez,21,Male,MECH,3,B,CMRIT,Dr. Ramesh,8.65,9.4,7.84,7.32,9.86,5.84,8.45,6.91,8.15,28,20,20,75,6,2,94042,66953,False,0,88,9,0.72,3,2,High
CMR2023700,Joseph Ochoa,22,Female,AIML,3,B,CMRIT,Dr. Arvind,9.33,8.29,9.98,5.69,8.61,7.38,5.01,5.89,8.21,23,29,24,71,4,3,145680,38413,True,1,39,4,0.48,4,5,High
CMR2023701,James Watson,23,Male,CIVIL,1,A,CMRIT,Prof. Meena,9.87,9.78,7.89,8.55,8.51,8.37,8.68,8.67,9.82,22,20,30,71,5,2,59488,18292,False,0,39,5,0.9,2,8,Medium
CMR2023702,Karl Branch,23,Male,AIML,3,C,CMRIT,Prof. Kavya,5.21,8.88,5.65,5.47,6.68,5.24,6.27,5.99,6.19,30,20,25,79,8,3,65505,120335,False,0,78,6,0.58,9,2,High
CMR2023703,Michael Abbott,19,Male,CIVIL,1,C,CMRIT,Prof. Kavya,9.95,5.45,8.41,9.06,9.89,5.37,6.49,9.33,7.7,20,22,29,92,4,1,144168,62191,True,0,53,5,0.89,11,9,Medium
CMR2023704,Shannon Malone,22,Female,EEE,2,A,CMRIT,Dr. Ramesh,9.01,6.02,5.59,7.43,7.51,6.83,7.79,6.84,7.01,26,26,27,63,5,0,15637,105444,True,3,39,4,0.7,12,7,High
CMR2023705,James Tran,20,Female,ECE,3,C,CMRIT,Dr. Ramesh,7.2,7.16,9.9,8.42,8.02,5.94,6.12,7.08,7.77,20,24,30,67,1,1,103809,48850,False,0,44,5,0.89,6,3,Medium
CMR2023706,Adam Jackson,20,Male,ECE,2,B,CMRIT,Prof. Kavya,9.6,8.69,9.7,7.77,6.6,8.37,5.51,7.57,8.94,28,30,20,82,6,4,144932,134234,True,3,38,9,0.47,4,2,Low
CMR2023707,Mr. Richard Knight PhD,19,Male,MECH,3,A,CMRIT,Prof. Kavya,8.6,9.81,6.41,7.3,9.79,9.44,8.33,6.82,8.56,23,23,23,71,6,0,73351,58033,True,1,29,4,0.79,5,9,High
CMR2023708,Joseph Williams,20,Female,ECE,4,C,CMRIT,Prof. Meena,9.58,7.82,6.34,6.65,7.27,7.93,9.47,8.99,8.01,24,30,25,65,6,8,57263,99500,True,3,67,8,0.63,13,5,High
CMR2023709,Sean Clay,21,Male,EEE,2,B,CMRIT,Prof. Kavya,5.4,6.72,6.85,7.68,9.54,7.86,9.63,9.68,6.66,24,28,21,64,6,4,94572,53592,False,0,96,5,0.53,5,10,High
CMR2023710,Anthony Jones,21,Male,CSE,2,A,CMRIT,Prof. Meena,9.35,6.38,6.2,8.88,7.94,5.59,5.91,5.61,7.7,24,20,30,96,4,3,74408,147727,True,1,40,7,0.87,4,6,Low
CMR2023711,Stephanie Elliott,23,Male,EEE,4,A,CMRIT,Prof. Meena,6.13,9.81,8.4,5.09,7.67,8.43,5.61,9.7,7.61,25,22,22,57,5,2,36522,25814,False,0,90,7,0.36,14,9,High
