RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023940,Lydia Pham,18,Male,CIVIL,2,A,CMRIT,Dr. Arvind,8.09,7.45,7.44,8.02,5.01,8.23,5.92,7.91,7.75,25,26,21,44,8,5,103771,43331,True,2,68,9,0.8,4,8,High
CMR2023750,Krista Benton,19,Male,MECH,2,C,CMRIT,Prof. Meena,8.37,9.41,6.02,9.07,7.04,8.73,7.53,8.17,8.22,30,28,26,40,1,3,51408,109241,False,0,33,5,0.6,4,2,High
CMR2024185,John Duncan,23,Male,EEE,2,C,CMRIT,Dr. Arvind,8.29,9.37,9.71,6.62,8.4,7.25,9.9,7.93,8.5,24,20,29,91,4,0,27291,111532,False,0,24,8,0.38,3,7,Low
CMR2023771,Mr. Jeffrey Horton,22,Male,MECH,1,A,CMRIT,Prof. Kavya,9.79,7.66,9.26,9.92,6.54,8.23,6.58,5.61,8.72,26,20,29,42,4,5,20485,144229,False,0,88,4,0.9,11,2,High
CMR2024028,Patrick Mccall,19,Male,CSE,3,C,CMRIT,Dr. Arvind,6.81,9.24,9.76,6.6,5.19,5.29,6.54,5.05,7.15,27,28,21,60,7,6,31164,17439,False,0,66,8,0.68,10,6,High
CMR2023710,Anthony Jones,21,Male,CSE,2,A,CMRIT,Prof. Meena,9.35,6.38,6.2,8.88,7.94,5.59,5.91,5.61,7.7,24,20,30,96,4,3,74408,147727,True,1,40,7,0.87,4,6,Low
CMR2023389,Scott Williams,21,Male,ECE,2,C,CMRIT,Dr. Arvind,8.8,6.56,7.27,5.77,7.52,9.57,6.09,6.82,7.1,27,29,28,81,1,2,58220,109911,True,0,55,7,0.41,4,10,Medium
CMR2024114,Dennis Mills,18,Male,CIVIL,2,C,CMRIT,Prof. Kavya,7.65,6.51,9.86,9.16,8.12,8.82,8.43,9.45,8.29,28,26,27,71,7,3,38516,56548,True,0,27,6,0.77,8,2,Medium
CMR2023839,Michele Smith,19,Female,EEE,4,A,CMRIT,Dr. Arvind,9.5,6.14,6.24,6.34,7.12,7.55,6.06,6.98,6.99,30,27,30,75,2,2,60309,10833,False,0,80,9,0.85,14,2,High
CMR2023414,Erica Alvarez,21,Female,MECH,4,B,CMRIT,Dr. Arvind,5.81,6.91,8.73,9.62,5.66,5.08,9.0,9.75,7.57,21,23,28,90,0,1,82548,93482,False,0,24,8,0.49,4,5,Low
CMR2023255,Kristen Davis,23,Male,CIVIL,3,B,CMRIT,Dr. Ramesh,7.14,9.96,7.06,5.28,6.22,6.17,6.56,5.42,6.97,21,24,21,72,6,4,93498,49506,True,2,24,7,0.76,6,10,Medium
CMR2023191,Karen Graham,19,Female,MECH,4,C,CMRIT,Prof. Kavya,7.2,9.62,6.17,8.43,5.78,8.64,5.43,8.7,7.5,23,29,22,53,8,3,80414,8600,False,0,34,6,0.62,0,6,High
CMR2023275,Matthew Moore,23,Female,EEE,4,C,CMRIT,Prof. Meena,6.51,9.07,8.08,8.45,9.82,8.38,9.02,5.44,8.1,22,20,23,67,8,3,34337,9164,True,0,46,7,0.75,10,4,Medium
CMR2024097,Nicholas Carlson,22,Female,EEE,4,A,CMRIT,Prof. Meena,5.68,6.89,6.96,5.07,8.99,8.86,6.24,6.1,6.85,30,20,20,99,3,0,12840,25832,False,0,48,6,0.41,4,10,Medium
CMR2024143,Matthew Wright,21,Male,MECH,2,A,CMRIT,Prof. Meena,5.97,5.79,8.3,9.15,8.74,5.13,5.4,9.98,7.3,26,29,28,60,2,4,18897,81319,False,0,73,9,0.59,8,10,Medium
CMR2023230,Jessica Stephens,20,Male,AIML,1,A,CMRIT,Prof. Meena,7.49,5.8,9.61,5.27,6.82,6.05,6.26,8.08,6.64,27,20,21,86,7,5,18751,145865,True,1,23,7,0.66,1,4,Medium
CMR2023894,Dr. Andrea Marshall,23,Female,EEE,1,A,CMRIT,Prof. Kavya,7.97,8.41,5.9,9.68,8.93,8.01,8.16,6.67,8.19,21,28,28,81,7,0,31153,45550,False,0,32,8,0.84,13,1,Low
CMR2023116,William Herrera,20,Female,AIML,1,C,CMRIT,Prof. Kavya,8.24,7.49,9.41,7.4,5.44,6.92,7.1,8.21,7.87,28,23,30,98,8,5,147516,10119,False,0,65,7,0.68,7,6,Medium
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2024122,John Garcia,19,Male,AIML,4,A,CMRIT,Prof. Meena,9.91,8.81,6.45,6.74,5.92,7.36,5.03,8.09,7.29,20,28,24,71,6,3,41104,147808,False,0,52,9,0.35,10,3,Medium
CMR2023552,Diana Hays,22,Female,AIML,2,A,CMRIT,Dr. Arvind,8.81,5.86,9.83,6.92,7.71,5.09,5.8,7.86,7.86,29,24,27,98,3,4,37653,30082,True,3,48,5,0.62,2,3,Low
CMR2023945,Paula Brown,21,Male,AIML,4,C,CMRIT,Dr. Arvind,5.52,8.3,6.01,8.42,7.06,7.85,9.41,6.7,7.41,23,28,22,65,4,2,15811,29706,True,2,23,7,0.86,2,7,Medium
CMR2024089,Lucas Schultz,22,Female,CSE,3,C,CMRIT,Prof. Meena,9.29,6.57,7.48,5.61,9.66,7.16,6.15,9.79,7.63,30,30,22,82,8,5,77788,112368,True,0,75,4,0.82,2,2,High
CMR2023984,Carla Jones,19,Female,MECH,2,B,CMRIT,Dr. Arvind,6.83,9.3,5.72,5.88,8.61,5.54,6.28,7.36,6.93,25,27,26,80,4,3,127305,53445,True,0,62,6,0.71,11,5,Medium
CMR2023132,Mary Marshall,19,Male,MECH,4,C,CMRIT,Dr. Arvind,8.4,8.61,8.28,9.99,6.3,7.09,6.94,5.18,7.6,29,23,25,51,4,1,63291,145151,False,0,65,8,0.51,2,9,High
CMR2023225,Benjamin Smith,22,Male,EEE,2,B,CMRIT,Prof. Meena,9.48,8.15,6.8,5.42,8.16,8.68,5.7,5.97,7.46,29,23,27,41,0,5,106913,21513,False,0,83,8,0.98,12,8,High
CMR2023295,John Young,18,Male,MECH,1,C,CMRIT,Prof. Meena,8.36,6.76,9.06,9.14,6.79,5.89,8.84,8.49,7.56,20,21,27,83,5,3,102119,55591,False,0,21,5,0.82,12,5,Low
CMR2024126,Mary Jackson,19,Female,CIVIL,2,C,CMRIT,Dr. Ramesh,7.93,6.48,5.6,5.03,9.09,8.27,9.82,7.04,6.26,29,26,21,84,2,2,56155,37025,False,0,40,9,0.53,2,4,Medium
CMR2023494,Meghan Cisneros,22,Male,EEE,2,C,CMRIT,Prof. Meena,8.14,9.44,9.9,8.73,8.53,9.91,9.02,6.32,9.05,25,25,23,90,8,2,88926,146654,False,0,29,9,0.39,13,4,Low
CMR2023601,Jennifer Simpson DVM,19,Male,CIVIL,1,B,CMRIT,Prof. Meena,6.54,8.96,9.32,7.56,9.8,7.65,9.58,5.11,7.75,23,21,25,93,0,5,68292,136326,True,2,62,9,0.98,7,10,Medium
CMR2023266,Kimberly Gibson,20,Male,EEE,2,B,CMRIT,Prof. Kavya,5.14,9.88,6.18,7.25,6.24,7.91,8.24,5.43,7.11,27,22,25,75,0,0,109216,60631,False,0,74,9,0.72,1,2,Medium
CMR2023168,Joel Williams,18,Female,CIVIL,2,C,CMRIT,Prof. Kavya,9.0,7.06,6.77,7.68,8.5,6.32,6.44,6.99,7.63,25,21,28,100,3,7,51788,129926,False,0,65,5,0.93,4,3,High
CMR2023624,Shelley Miller,21,Male,AIML,3,C,CMRIT,Prof. Kavya,7.47,8.75,8.95,7.66,8.41,5.0,8.22,8.41,7.71,23,25,20,76,0,0,75602,12837,False,0,69,7,0.81,5,8,Medium
CMR2023342,Anthony Harmon,22,Female,CSE,3,C,CMRIT,Dr. Arvind,7.76,8.04,9.48,5.85,9.73,6.95,6.73,8.71,7.97,28,28,29,49,6,4,110552,130006,True,2,21,9,0.66,2,3,High
CMR2023979,David Rodriguez,23,Male,AIML,4,C,CMRIT,Dr. Arvind,5.94,8.99,8.62,5.5,5.71,8.28,7.88,6.37,7.16,22,26,25,97,2,5,53405,125774,False,0,39,8,0.6,10,7,Medium
CMR2023690,Ryan Landry,20,Female,CIVIL,4,C,CMRIT,Prof. Meena,5.27,8.51,5.84,5.12,8.59,6.85,6.17,9.09,6.93,24,21,30,62,0,0,51432,5170,True,1,43,7,0.93,12,10,Medium
CMR2023211,Denise Mccann,18,Female,CSE,3,B,CMRIT,Prof. Meena,9.23,6.41,6.74,7.87,7.54,7.03,8.57,5.53,7.47,28,30,21,75,2,7,84198,144656,False,0,71,8,0.59,9,4,High
CMR2023147,Stephanie Salazar,21,Male,CSE,1,A,CMRIT,Dr. Arvind,8.75,5.8,6.43,6.25,9.2,8.45,6.48,8.77,7.28,20,25,27,84,0,6,31864,63800,False,0,50,8,0.85,12,5,High
CMR2024093,Michael Sims,18,Female,EEE,2,C,CMRIT,Prof. Kavya,7.29,6.76,6.41,7.33,6.12,8.62,8.91,9.8,6.95,23,20,26,75,3,6,121246,141427,False,0,33,9,0.48,4,10,High
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023109,Sharon Cochran,23,Female,CIVIL,1,A,CMRIT,Dr. Arvind,9.04,6.36,5.32,8.56,7.88,5.39,7.28,6.8,7.7,27,29,22,87,8,0,101387,46237,False,0,33,8,0.77,1,4,Low
CMR2024066,Yolanda Green,23,Male,CSE,1,B,CMRIT,Prof. Meena,5.1,6.7,6.45,7.42,7.28,8.9,7.92,9.7,5.9,29,24,27,65,4,7,113411,35767,True,0,26,7,0.97,9,8,High
CMR2023913,Emily Nelson,20,Female,CIVIL,3,B,CMRIT,Prof. Kavya,6.08,5.93,7.0,8.86,6.49,7.21,8.97,5.87,6.93,29,28,26,100,5,3,117564,55679,False,0,42,9,0.34,12,10,Medium
CMR2023919,Samantha Terry,21,Female,AIML,3,C,CMRIT,Dr. Arvind,9.19,8.74,9.96,8.16,6.94,8.51,6.72,7.03,8.58,23,29,21,72,1,1,125588,41357,False,0,21,5,0.58,9,5,Medium
CMR2023387,James Padilla,19,Female,MECH,1,C,CMRIT,Dr. Ramesh,6.3,8.92,5.55,9.74,5.38,6.65,8.06,9.06,7.61,24,22,22,80,7,1,125768,36431,True,2,38,8,0.92,14,7,Low
CMR2023075,Sarah Moore,18,Female,AIML,4,C,CMRIT,Dr. Arvind,8.59,5.07,6.69,6.48,8.37,5.97,8.05,8.19,7.18,26,26,28,99,3,0,90964,27737,False,0,32,5,0.99,7,6,Medium
CMR2023070,Jordan Henderson,23,Male,CIVIL,1,C,CMRIT,Prof. Meena,5.85,8.15,8.1,9.21,5.74,8.4,5.16,9.74,7.0,21,23,20,89,7,0,120615,87232,False,0,39,7,0.78,6,9,Medium
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2024185,John Duncan,23,Male,EEE,2,C,CMRIT,Dr. Arvind,8.29,9.37,9.71,6.62,8.4,7.25,9.9,7.93,8.5,24,20,29,91,4,0,27291,111532,False,0,24,8,0.38,3,7,Low
CMR2023468,Katie Mcneil,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,6.71,8.39,7.52,8.13,5.56,8.78,5.91,5.03,7.52,28,27,27,80,8,2,47763,51870,True,3,58,4,0.95,7,6,High
CMR2023366,Courtney Rodriguez,19,Male,ECE,2,C,CMRIT,Prof. Kavya,8.19,5.16,6.35,9.88,7.82,7.82,8.95,5.23,7.39,25,21,24,86,5,2,7222,98493,False,0,70,8,0.44,12,7,Medium
CMR2023738,Mr. David Wright,18,Female,ECE,2,C,CMRIT,Prof. Meena,5.77,8.39,8.14,6.7,9.36,5.32,5.78,7.99,7.25,29,25,26,71,3,3,108337,144926,False,0,52,8,0.81,2,4,Medium
CMR2023727,Nancy Stewart,19,Female,ECE,1,A,CMRIT,Prof. Kavya,7.31,8.37,7.13,6.17,5.39,6.57,6.45,7.62,7.84,28,29,25,88,4,4,108146,96404,False,0,72,9,0.6,4,6,Medium
CMR2023917,Christine Parker,23,Female,AIML,1,B,CMRIT,Dr. Ramesh,6.97,7.69,6.48,7.35,8.19,8.08,8.76,8.79,7.33,30,21,26,84,7,1,30213,97926,True,0,32,7,0.93,8,4,Medium
CMR2023117,Ashley Waller,21,Female,AIML,1,B,CMRIT,Prof. Kavya,5.15,9.05,6.4,9.04,7.36,6.79,7.92,6.16,7.1,22,21,23,51,3,5,68216,74868,True,1,93,7,0.55,13,3,High
CMR2023628,Joseph Wilson,22,Male,ECE,1,A,CMRIT,Dr. Arvind,6.05,6.54,6.63,7.27,6.63,6.64,5.54,8.64,6.29,25,29,23,79,4,2,114965,129742,True,1,74,7,0.9,0,1,Medium
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023056,Timothy Duncan,18,Female,AIML,2,A,CMRIT,Dr. Arvind,9.59,7.36,9.16,8.79,7.35,8.08,9.53,5.1,8.72,23,22,28,80,7,1,143352,115953,True,2,50,6,0.39,3,7,Low
CMR2023888,Chris Velazquez,18,Male,CIVIL,3,B,CMRIT,Prof. Kavya,8.25,9.04,5.22,6.17,5.45,9.56,8.0,8.81,7.28,25,28,24,82,7,7,9603,127852,True,2,39,4,0.46,9,8,High
CMR2023907,Kelly Haynes,22,Male,ECE,4,A,CMRIT,Prof. Kavya,5.33,9.63,6.38,8.66,8.48,6.87,7.41,7.9,7.58,23,22,25,92,5,3,29325,35004,False,0,95,7,0.67,7,10,High
CMR2023338,Scott Thomas,21,Male,EEE,4,A,CMRIT,Dr. Ramesh,8.77,6.04,8.29,5.59,9.31,8.48,5.03,7.24,7.34,25,21,20,47,8,4,38768,59061,True,0,91,6,0.9,0,2,High
CMR2023988,Anna Wheeler,19,Female,MECH,4,B,CMRIT,Prof. Meena,5.24,8.24,5.24,5.04,8.9,8.94,6.37,8.42,7.05,27,30,25,96,3,8,83013,23037,True,1,74,8,0.65,0,2,High
CMR2023127,Jason Powell,22,Female,CSE,2,B,CMRIT,Prof. Meena,5.72,8.04,8.47,5.19,9.45,6.66,6.19,8.73,6.86,24,25,20,95,3,2,93569,84444,False,0,55,7,0.9,10,2,Medium
CMR2023056,Timothy Duncan,18,Female,AIML,2,A,CMRIT,Dr. Arvind,9.59,7.36,9.16,8.79,7.35,8.08,9.53,5.1,8.72,23,22,28,80,7,1,143352,115953,True,2,50,6,0.39,3,7,Low
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023946,Kendra Wang DVM,21,Female,AIML,3,A,CMRIT,Prof. Kavya,7.44,9.97,6.58,6.73,9.81,9.55,7.45,9.17,8.35,30,26,25,67,2,2,106162,128014,False,0,53,8,0.61,4,10,Medium
CMR2023617,Jonathan Jacobson,22,Female,AIML,4,B,CMRIT,Dr. Arvind,6.88,5.95,7.24,9.46,7.73,6.54,7.96,8.63,7.55,22,29,25,67,4,4,17526,41923,False,0,57,8,0.33,13,2,Medium
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023518,Penny Bowman,18,Female,CIVIL,2,A,CMRIT,Dr. Ramesh,8.58,6.93,8.13,5.96,9.09,8.54,7.48,8.53,7.4,27,24,30,96,8,3,21060,121003,True,0,30,5,0.98,4,3,Medium
CMR2023287,Carolyn Miller,21,Male,CIVIL,2,C,CMRIT,Dr. Arvind,9.61,5.59,9.26,5.55,6.85,6.45,7.61,5.59,7.5,24,25,24,96,4,3,82065,132382,True,1,38,8,0.6,14,5,Low
CMR2023314,Richard Smith,23,Male,EEE,1,A,CMRIT,Prof. Kavya,6.37,8.14,6.46,9.58,8.49,8.61,6.09,7.47,7.26,28,21,25,42,7,0,25062,32583,False,0,72,7,0.42,3,9,High
CMR2023215,Anthony Everett,19,Male,CSE,1,A,CMRIT,Prof. Meena,8.29,9.87,5.68,5.69,9.03,9.3,9.47,8.48,9.08,26,29,22,67,0,7,124116,138540,False,0,90,7,0.57,3,3,High
CMR2023619,Elizabeth Mendez,19,Female,CIVIL,4,C,CMRIT,Prof. Meena,6.17,7.13,9.13,9.37,7.7,9.38,9.24,5.89,8.0,30,25,26,86,6,6,12643,93728,True,3,22,7,0.85,9,9,High
CMR2023601,Jennifer Simpson DVM,19,Male,CIVIL,1,B,CMRIT,Prof. Meena,6.54,8.96,9.32,7.56,9.8,7.65,9.58,5.11,7.75,23,21,25,93,0,5,68292,136326,True,2,62,9,0.98,7,10,Medium
CMR2023644,Edwin Nunez,21,Male,AIML,3,A,CMRIT,Prof. Meena,9.68,7.75,7.7,6.94,8.81,5.65,9.23,6.3,7.75,21,22,20,75,7,4,41921,131314,True,3,35,6,0.73,7,4,Low
CMR2023500,Jennifer Banks,20,Male,ECE,2,C,CMRIT,Prof. Kavya,9.5,7.49,8.02,9.99,9.6,9.69,9.64,7.74,8.75,26,27,21,90,6,0,22160,93694,True,2,38,5,0.97,7,4,Low
CMR2023304,Maria Parker,19,Female,CSE,1,A,CMRIT,Prof. Kavya,6.42,6.09,6.31,5.87,9.24,6.23,5.98,5.88,6.25,24,21,20,82,2,8,40977,104332,True,2,46,6,0.62,5,6,High
CMR2023846,Brandi Haney,21,Male,AIML,1,C,CMRIT,Dr. Ramesh,7.59,9.49,9.8,5.33,5.8,5.75,5.83,9.73,8.54,28,22,30,73,8,5,82590,83419,False,0,23,9,0.9,7,3,Medium
CMR2023938,Amy Ramirez,22,Female,AIML,1,B,CMRIT,Dr. Ramesh,9.56,5.7,7.18,5.92,9.41,8.09,5.45,5.79,7.63,27,24,22,97,1,5,41394,39346,True,2,31,7,0.62,14,3,Low
CMR2023287,Carolyn Miller,21,Male,CIVIL,2,C,CMRIT,Dr. Arvind,9.61,5.59,9.26,5.55,6.85,6.45,7.61,5.59,7.5,24,25,24,96,4,3,82065,132382,True,1,38,8,0.6,14,5,Low
CMR2024133,Caitlin Perry,21,Female,ECE,3,A,CMRIT,Dr. Ramesh,7.26,7.91,9.14,8.72,5.68,8.2,9.63,6.42,7.82,23,24,27,81,8,3,97971,33606,False,0,23,9,0.48,5,10,Low
CMR2023757,Melissa Stephens,21,Female,CIVIL,2,C,CMRIT,Prof. Meena,6.31,9.27,9.97,7.77,7.08,9.33,5.07,9.63,8.33,27,25,20,46,5,3,17384,5165,True,0,64,9,0.57,10,7,High
CMR2023594,Tanya Russell,22,Male,AIML,1,B,CMRIT,Dr. Ramesh,6.3,6.66,5.68,5.89,7.14,9.25,6.03,9.01,6.48,23,30,21,87,5,7,140778,43750,False,0,29,7,0.8,8,2,High
CMR2023539,David Davis,19,Male,AIML,1,A,CMRIT,Dr. Ramesh,6.48,6.04,9.14,8.4,5.34,7.26,5.59,9.72,6.26,30,26,20,98,7,0,83699,94959,False,0,67,5,0.51,9,10,Medium
CMR2023277,Marie Christian,20,Male,EEE,4,B,CMRIT,Prof. Meena,6.16,5.3,5.1,7.88,7.77,6.34,8.24,9.45,7.03,21,27,29,62,7,3,95902,122525,False,0,22,5,0.5,3,8,Medium
CMR2023519,Vincent Reynolds,23,Male,CIVIL,1,A,CMRIT,Prof. Kavya,9.24,8.78,6.14,6.97,9.18,6.48,7.06,8.2,9.01,23,26,24,62,0,6,95376,68116,True,2,56,5,0.35,1,8,High
CMR2023516,William Day,21,Female,CSE,3,C,CMRIT,Prof. Meena,6.68,9.02,9.27,8.92,7.04,6.71,9.71,8.6,7.94,28,23,27,97,1,0,78830,74906,True,3,30,9,0.94,13,9,Low
CMR2023868,Lisa Ramirez,22,Male,EEE,1,A,CMRIT,Prof. Meena,5.21,9.32,7.32,9.59,9.74,9.67,8.31,6.29,7.27,24,30,29,84,4,5,40930,16493,False,0,56,9,0.69,9,5,Medium
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023978,Derek Wright,23,Female,CIVIL,1,A,CMRIT,Dr. Ramesh,5.32,5.69,7.8,6.76,6.77,8.38,8.45,8.18,5.51,24,25,20,98,7,4,53494,29697,False,0,46,6,0.46,1,3,High
CMR2023650,Andrew Harper,18,Male,ECE,4,B,CMRIT,Prof. Meena,5.5,9.83,8.13,5.12,5.34,5.58,7.23,7.43,6.77,27,21,24,92,4,0,14791,10150,False,0,94,5,0.68,8,2,High
CMR2023609,Casey Chase,21,Male,MECH,1,C,CMRIT,Dr. Arvind,9.97,7.9,5.32,6.45,7.87,9.67,8.57,7.27,8.94,24,29,22,87,7,1,110606,115293,False,0,57,8,0.75,12,10,Medium
CMR2023079,Lisa Barnes,21,Female,EEE,4,A,CMRIT,Prof. Kavya,8.27,6.74,5.89,7.69,7.64,8.64,6.11,5.02,7.0,20,24,27,52,1,0,147723,116182,False,0,49,5,0.62,2,5,High
CMR2023253,Barbara Dudley,23,Female,EEE,2,B,CMRIT,Prof. Meena,7.45,6.31,6.72,9.3,7.73,9.76,5.16,7.15,7.45,21,26,27,96,2,7,87459,103654,False,0,78,4,0.32,8,5,High
CMR2023109,Sharon Cochran,23,Female,CIVIL,1,A,CMRIT,Dr. Arvind,9.04,6.36,5.32,8.56,7.88,5.39,7.28,6.8,7.7,27,29,22,87,8,0,101387,46237,False,0,33,8,0.77,1,4,Low
CMR2024039,Corey Whitaker,23,Female,ECE,4,B,CMRIT,Dr. Ramesh,9.83,5.32,8.18,9.85,6.93,9.44,9.64,7.14,8.29,25,21,30,62,5,1,35884,134242,False,0,52,6,0.46,9,7,Medium
CMR2023002,Angie Henderson,21,Female,EEE,3,A,CMRIT,Dr. Arvind,6.78,8.35,8.51,8.42,5.36,8.17,7.67,6.22,7.6,27,26,24,98,5,3,62570,90008,True,1,24,6,0.58,1,4,Low
CMR2024126,Mary Jackson,19,Female,CIVIL,2,C,CMRIT,Dr. Ramesh,7.93,6.48,5.6,5.03,9.09,8.27,9.82,7.04,6.26,29,26,21,84,2,2,56155,37025,False,0,40,9,0.53,2,4,Medium
CMR2023684,James Whitaker,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.68,7.1,6.95,9.67,9.62,8.97,6.87,7.41,7.78,20,25,28,92,1,5,20466,28977,True,2,20,8,0.42,7,2,Low
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023681,Justin Walker,21,Female,ECE,3,A,CMRIT,Prof. Meena,7.43,6.45,5.45,8.74,7.44,6.93,5.92,5.37,7.07,28,30,30,67,4,2,149552,42920,False,0,31,8,0.8,6,3,Medium
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2023241,Matthew Moon,20,Male,CIVIL,4,A,CMRIT,Prof. Kavya,8.39,5.58,5.12,8.09,6.1,6.79,6.63,8.04,6.84,23,29,28,72,6,3,63233,77856,True,0,30,8,0.89,10,2,Medium
CMR2023050,Jessica Holmes,22,Female,CIVIL,3,C,CMRIT,Dr. Arvind,5.75,5.34,7.21,6.51,6.37,5.28,7.54,6.55,6.08,27,20,20,75,0,7,101662,80255,True,0,98,8,0.65,7,10,High
CMR2023062,Connor West,22,Female,MECH,1,B,CMRIT,Dr. Arvind,8.52,6.07,8.06,8.47,9.99,6.0,5.68,5.37,7.29,22,27,21,90,5,8,88778,96075,True,2,58,5,0.8,14,3,High
CMR2023456,Dustin Gallegos,23,Female,MECH,4,B,CMRIT,Dr. Ramesh,6.71,6.6,9.11,5.76,9.27,7.49,7.66,5.85,7.31,26,24,26,63,4,4,13458,25606,False,0,91,6,0.36,11,9,High
CMR2023621,Lisa Perry,18,Female,MECH,4,A,CMRIT,Dr. Arvind,7.02,5.75,5.36,8.26,9.69,5.36,7.85,6.64,6.99,26,27,29,90,8,0,15337,145052,False,0,50,7,0.74,8,5,Medium
CMR2023697,Alicia Li,21,Female,MECH,2,A,CMRIT,Prof. Kavya,7.97,7.97,7.12,5.84,5.23,9.77,6.2,8.36,7.22,22,20,22,96,0,2,124950,102004,False,0,86,5,0.35,7,8,High
CMR2024099,Steven Howard,19,Male,ECE,1,B,CMRIT,Prof. Meena,8.72,7.26,9.24,9.77,5.92,5.39,6.84,7.82,7.99,20,24,21,91,1,2,140419,48516,True,2,28,7,0.58,0,9,Low
CMR2023684,James Whitaker,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.68,7.1,6.95,9.67,9.62,8.97,6.87,7.41,7.78,20,25,28,92,1,5,20466,28977,True,2,20,8,0.42,7,2,Low
CMR2023293,Margaret Coleman,22,Female,CIVIL,2,A,CMRIT,Dr. Ramesh,9.67,7.41,7.99,9.2,6.9,6.76,8.16,7.93,8.57,28,24,20,86,8,4,47314,145008,True,2,31,7,0.79,13,3,Low
CMR2023249,Kimberly Gutierrez,19,Male,MECH,1,A,CMRIT,Dr. Ramesh,7.64,8.58,9.82,5.86,8.77,5.02,8.63,9.62,8.11,28,27,25,66,1,5,53529,120255,True,1,65,7,0.6,8,4,Medium
CMR2023206,Bryan Herrera,22,Male,AIML,3,B,CMRIT,Dr. Ramesh,9.85,6.4,5.16,9.92,8.13,9.21,7.85,6.95,8.11,29,21,24,68,4,3,87444,13291,False,0,72,4,0.65,3,6,High
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2023765,Laura Griffin,21,Female,AIML,1,B,CMRIT,Prof. Meena,5.92,8.42,6.57,5.61,8.46,7.04,9.16,6.06,7.17,25,23,27,57,6,7,139180,18107,True,0,65,7,0.78,3,5,High
CMR2023242,Kevin Walters,21,Female,MECH,1,C,CMRIT,Dr. Arvind,6.99,8.58,7.14,6.93,5.06,6.72,6.54,7.23,7.79,28,21,23,86,6,2,121449,113949,False,0,56,5,0.86,14,7,Medium
